Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,A1,A2,F7,F8,T3,T4,T5,T6,Fz,Cz,Pz
-2.35,-7.06,0.69,-6.02,3.97,-3.32,8.75,4.65,11.03,7.26,-6.81,-8.81,-5.01,-13.97,2.57,-5.56,12.12,7.31,-2.62,-0.4,6.79
-3.15,-8.42,0.62,-6.97,5.06,-4.64,8.57,1.45,6.58,1.37,-10.09,-10.54,-6.44,-15.04,-1.75,-7.71,13.05,4.34,-3.38,0.39,5.6
-4.38,-10.1,-0.32,-7.05,4.31,-5.1,5.61,-1.26,-0.58,-6.72,-6.8,-12.78,-7.75,-15.74,-1.76,-6.75,8.28,0.84,-3.99,0.41,2.36
-2.72,-8.42,0.83,-5.09,5.1,-3.8,4.25,-2.45,-3.47,-8.77,-12.81,-16.47,-5.86,-15.87,-2.49,-8.43,5.96,-0.77,-2.91,1.87,1.58
-4.18,-9.25,-1.05,-3.95,2.58,-2.48,1.26,-4.15,-5.4,-12.35,-8.8,-11.57,-10.06,-16.22,-3.08,-7.51,3.94,-3.56,-3.59,2.13,-0.51
-4.21,-9.4,1.18,-3.58,3.78,-3.29,-1.06,-7.72,-9.75,-15.98,-10.96,-14.8,-5.92,-15.14,5.7,-10.33,-1.51,-10.61,-3.87,3.02,-2.6
-3.24,-9.25,-0.19,-3.65,1.33,-2.02,-2.78,-8.08,-12.41,-18.84,-17.48,-18.74,-8.93,-14.65,-5.93,-10.15,-4.83,-11.21,-2.4,3.84,-2.32
-2.19,-8.65,0.31,-1.92,1.88,-0.6,0.54,-5.3,-8.47,-15.83,-15.33,-17.05,-10.26,-12.79,-9.63,-9.04,-3.86,-11.18,-1.64,8.33,0.97
-1.03,-6.95,0.2,-0.9,1.49,-2.08,0.83,-7.03,-8.27,-16.18,-16.97,-19.98,-9.91,-12.03,-9.17,-10.41,-5.44,-13.03,0.48,9.26,1.02
2.55,-3.55,2.64,1.74,2.76,-1.02,3.9,-4.3,-1.62,-11.11,-12.21,-16.55,-8.28,-10.75,-10.7,-9.39,-0.66,-9.64,2.31,11.47,5.45
1.49,-3.63,2.03,1.79,2.09,-1.86,4.59,-2.4,1.02,-7.84,-12.5,-14.41,-9.05,-9.49,-9.96,-9.4,0.34,-8.35,2.14,11.86,6.62
-1.32,-6.65,0.26,-0.92,2.89,-1.74,5.81,-0.08,3.75,-3.95,-8.0,-7.63,-9.52,-13.1,-3.87,-7.91,1.66,-6.0,-0.97,12.24,8.22
-0.13,-4.09,0.02,-0.96,2.1,-1.22,3.67,-1.5,2.24,-3.73,-8.6,-13.07,-8.49,-10.26,-6.2,-8.51,-1.23,-6.53,0.28,10.09,5.76
-0.5,-4.47,-0.13,-1.18,0.66,0.81,2.85,0.74,3.52,-1.21,-6.27,-9.04,-8.17,-10.86,-10.0,-5.45,0.18,-2.76,-0.08,8.51,6.23
1.56,0.58,-1.95,1.09,-1.92,1.92,0.41,0.26,3.5,-1.13,-6.99,-5.63,-10.38,-3.03,-11.3,-1.12,-2.11,-1.07,1.96,7.8,3.67
0.54,3.09,-1.27,2.64,-0.82,1.16,-0.01,-1.08,3.14,-0.57,-8.21,-4.19,-6.95,0.34,-10.63,1.58,-1.8,0.04,0.72,5.04,2.17
1.21,1.96,-1.41,1.72,-0.69,-1.02,1.26,-1.8,5.12,2.32,-3.44,-7.19,-8.02,-0.61,-8.15,-0.49,0.21,0.92,0.95,4.5,1.98
-1.61,-2.28,-0.96,0.85,1.15,-1.69,0.33,-3.06,2.7,-0.63,-11.31,-9.54,-3.65,-1.22,-4.1,-1.61,-1.04,-1.1,-1.76,3.95,0.27
3.74,4.33,0.2,1.03,2.05,-2.11,0.22,-1.57,1.21,-0.64,-10.02,-11.3,-2.81,-2.1,-2.19,-1.61,-1.33,-1.25,2.58,4.08,0.78
6.71,6.57,2.28,1.45,3.06,-2.81,-0.51,-2.92,0.84,-1.04,-6.17,-9.03,3.51,-1.88,0.97,-3.12,0.1,-1.47,4.78,2.11,-0.73
14.8,19.55,3.91,7.3,1.4,-1.11,-1.19,-1.21,-0.46,-0.6,-8.21,-5.54,3.8,7.16,-1.33,-0.01,-1.36,-0.76,11.89,2.55,0.26
15.18,22.47,3.22,5.45,0.7,-0.31,0.83,1.0,0.54,1.23,-2.99,-8.93,4.46,1.33,1.36,1.15,-0.33,2.67,11.77,3.4,2.08
19.75,29.01,6.54,9.55,1.77,0.08,0.69,-2.42,2.11,-0.85,-8.24,-12.97,7.77,10.66,3.12,-0.35,0.07,-1.59,15.05,3.83,1.76
24.82,44.42,4.77,14.29,-0.01,0.51,-0.13,-3.92,0.62,-3.65,-11.36,-8.38,5.82,25.33,-3.25,4.34,-1.44,-0.97,19.6,2.03,-0.29
29.71,50.02,6.78,15.6,1.15,-0.33,-0.57,-6.28,-0.8,-6.23,-14.24,-7.06,5.13,26.47,-2.81,4.48,-0.97,-4.14,23.53,1.09,-1.12
42.21,69.3,13.15,19.47,3.25,-2.35,-3.49,-10.48,-7.12,-11.76,-11.12,-10.34,18.42,30.8,-0.84,1.66,-5.2,-9.18,33.81,0.3,-5.1
48.66,79.49,14.08,21.23,2.3,-2.96,-5.97,-13.4,-11.84,-16.7,-15.05,-14.79,16.76,29.1,0.98,-2.35,-7.3,-12.57,39.81,-0.65,-7.66
54.82,88.1,17.86,21.03,0.46,-0.84,-6.17,-12.19,-12.13,-17.7,-19.04,-23.68,22.62,28.12,2.46,-2.79,-6.65,-13.24,44.87,0.76,-6.88
62.46,105.54,17.11,24.26,-0.36,0.52,-6.83,-10.94,-11.84,-16.64,-19.93,-20.1,24.25,37.87,3.37,-1.61,-7.33,-10.81,50.63,0.99,-5.89
60.29,110.71,12.73,26.1,-1.81,1.78,-7.03,-9.51,-11.3,-16.11,-25.2,-21.3,18.11,39.87,-3.59,-0.59,-8.28,-10.7,48.45,-0.18,-5.44
65.92,119.1,13.12,28.79,-3.59,3.26,-8.08,-8.49,-10.3,-15.0,-25.22,-24.09,19.59,44.71,-7.38,0.15,-8.83,-10.05,53.83,-1.95,-4.45
68.75,129.57,16.12,30.95,-2.72,2.3,-9.99,-8.84,-12.38,-15.99,-26.49,-25.8,22.15,44.37,-6.04,-2.6,-11.1,-10.95,55.25,-2.62,-7.55
74.29,137.23,17.61,33.74,-2.43,2.38,-12.94,-11.58,-17.25,-21.19,-27.81,-27.88,21.12,50.01,-0.14,-1.82,-14.94,-12.86,61.24,-3.47,-10.55
78.06,145.05,20.73,35.6,-1.47,1.48,-13.3,-13.61,-17.82,-22.35,-28.92,-26.28,26.68,53.75,-2.9,-1.98,-13.49,-15.37,63.61,-3.55,-12.09
78.83,150.4,19.21,35.38,-0.31,1.12,-11.62,-12.26,-17.39,-21.26,-25.45,-22.27,23.36,58.99,-0.71,2.63,-10.33,-13.21,64.5,-3.34,-10.89
81.58,152.24,20.84,36.48,0.48,-0.64,-12.18,-14.89,-19.73,-23.3,-24.67,-26.27,28.97,56.24,0.96,-0.66,-11.24,-16.53,66.4,-4.58,-11.41
86.38,159.37,22.2,38.1,1.25,-0.93,-10.22,-13.92,-14.97,-20.57,-20.0,-24.49,27.99,56.4,-1.02,1.02,-8.34,-15.31,71.24,-5.37,-9.94
81.17,155.57,21.2,38.41,-1.83,1.06,-12.34,-13.6,-18.37,-20.21,-29.57,-30.74,21.38,56.79,-3.93,2.87,-14.24,-15.45,67.08,-5.24,-11.4
88.62,164.15,23.73,41.73,-1.04,-0.22,-13.79,-16.64,-18.56,-22.64,-27.85,-28.11,25.49,62.71,-4.5,-1.37,-14.31,-18.02,73.73,-4.5,-12.88
88.35,163.83,24.94,40.76,1.08,-1.8,-11.89,-17.45,-17.56,-21.28,-20.23,-27.17,28.09,56.99,0.31,-3.02,-11.53,-19.02,72.23,-5.36,-12.4
84.35,157.8,23.46,38.82,0.81,-1.95,-12.26,-17.58,-17.88,-21.55,-27.07,-28.23,26.4,58.26,2.19,-5.42,-13.53,-19.68,69.58,-5.9,-13.34
83.44,158.09,23.26,38.47,1.3,-0.86,-10.63,-16.68,-14.65,-20.07,-25.29,-27.91,26.78,59.52,-0.49,-3.08,-11.25,-17.32,68.2,-5.25,-10.66
80.17,151.48,20.77,36.86,0.47,-0.46,-10.64,-16.11,-15.94,-20.93,-28.51,-26.74,20.14,57.11,0.96,-3.44,-13.52,-17.46,66.14,-3.43,-10.68
77.55,147.09,19.36,37.78,-2.41,3.2,-12.82,-15.29,-17.29,-22.1,-30.8,-28.91,18.32,56.67,-13.76,0.02,-14.02,-16.47,65.34,-2.51,-10.64
77.95,146.0,18.31,37.18,-2.55,3.16,-14.43,-15.18,-21.56,-25.4,-27.29,-29.5,18.98,54.92,-10.76,-0.59,-15.75,-16.99,64.97,-0.96,-11.41
73.7,138.21,17.42,33.59,-3.17,2.68,-13.67,-14.85,-22.06,-24.36,-27.52,-28.96,17.72,48.07,-11.55,-1.37,-15.92,-17.55,60.68,-2.61,-11.57
72.55,134.49,16.81,31.22,-2.76,2.34,-12.08,-12.78,-18.37,-20.27,-20.7,-28.74,20.12,42.67,-5.36,-2.2,-14.88,-14.59,60.27,-1.87,-9.56
65.45,124.71,13.68,29.91,-2.76,3.47,-10.31,-9.58,-15.04,-15.96,-23.9,-22.2,16.25,42.14,-7.19,-1.31,-14.91,-11.68,53.59,-0.98,-7.89
64.01,122.72,13.02,29.34,-3.5,2.4,-10.76,-9.73,-11.41,-13.98,-22.07,-22.58,18.6,43.26,-3.41,0.41,-9.85,-9.18,52.71,-2.47,-8.59
64.52,121.24,15.19,29.9,-2.91,2.75,-11.0,-10.17,-12.53,-13.97,-11.47,-14.7,22.63,41.75,2.19,-0.45,-8.36,-8.17,53.49,-1.63,-9.9
57.43,106.52,12.84,27.41,-3.52,3.1,-10.9,-9.49,-12.2,-13.31,-10.16,-16.77,19.42,36.02,3.32,2.67,-6.81,-9.04,47.14,-2.55,-9.9
51.77,101.57,11.59,26.04,-5.29,4.53,-11.21,-10.28,-12.94,-15.48,-14.74,-15.01,17.44,37.62,7.97,-1.71,-7.0,-9.21,42.62,-3.31,-10.96
50.28,94.23,12.06,24.36,-4.29,4.35,-8.73,-6.5,-10.24,-11.67,-4.07,-10.32,15.83,33.12,-2.27,3.84,-6.01,-4.56,41.61,-1.7,-8.77
47.16,90.13,12.17,22.98,-3.12,4.05,-8.79,-6.39,-8.73,-10.12,-0.79,-6.1,18.3,34.55,2.39,0.22,-6.91,-5.44,38.67,-0.97,-8.14
43.18,82.8,10.13,21.01,-3.12,3.56,-8.04,-4.95,-7.49,-8.33,-0.38,-5.26,16.5,33.04,-3.28,3.2,-5.32,-2.2,36.02,-0.18,-6.59
35.98,72.05,9.02,17.7,-2.09,1.05,-7.72,-6.82,-8.33,-10.45,-1.24,-3.77,15.97,26.01,2.18,0.49,-5.81,-4.29,29.71,-0.71,-6.97
32.39,59.34,7.61,13.94,-0.74,0.54,-5.0,-6.36,-7.68,-9.05,3.54,-10.16,15.04,15.85,3.47,-2.14,-4.35,-8.01,27.11,0.35,-3.8
23.65,49.48,3.8,11.58,-0.76,1.33,-4.17,-3.6,-5.95,-8.44,0.38,-5.15,10.05,14.91,4.1,0.92,-2.69,-3.03,19.11,-0.56,-2.03
20.24,44.91,1.81,10.48,-1.67,2.0,-3.97,-3.84,-5.02,-6.65,2.18,1.0,5.01,20.34,-0.53,5.17,-3.35,-3.25,16.25,0.11,-2.14
17.82,39.04,2.55,8.97,-1.97,2.81,-5.84,-3.3,-6.08,-5.67,6.89,3.99,6.44,16.14,-2.17,6.34,-5.48,-2.18,14.55,1.54,-2.9
13.1,28.99,0.84,8.68,-3.46,3.92,-8.08,-3.83,-7.7,-6.37,5.26,3.46,2.68,14.98,-0.25,9.07,-6.79,-1.05,10.69,0.97,-4.35
8.34,22.98,0.52,7.33,-3.56,3.21,-6.68,-3.96,-5.21,-6.8,5.13,1.54,2.42,9.51,0.26,4.05,-2.97,-0.94,7.13,1.03,-4.39
6.24,11.8,-0.04,5.58,-2.43,2.79,-6.75,-2.75,-5.31,-5.13,7.21,2.92,1.88,-0.02,0.05,3.24,-5.23,-2.1,5.56,3.3,-1.95
1.87,6.89,-1.57,3.95,-3.12,4.14,-6.08,-0.61,-4.49,-4.9,5.16,2.72,-3.2,2.04,-2.79,2.74,-5.86,-2.14,1.41,3.58,-0.9
-0.71,-0.27,-1.98,0.64,-1.56,1.46,-1.95,-0.56,-0.61,-3.95,3.75,3.85,-1.04,-2.02,-1.62,0.83,-1.14,-1.63,-0.55,3.82,1.39
-5.19,-4.0,-4.1,-1.87,-0.16,0.11,-0.03,-1.21,0.12,-4.83,5.09,0.49,-4.37,-2.54,-0.87,-1.72,3.68,-3.53,-4.16,3.03,1.68
-6.8,-8.4,-3.86,-2.99,0.08,0.61,1.39,-0.93,-0.5,-4.48,4.46,0.63,-5.25,-8.06,1.29,-1.58,2.85,-1.36,-4.23,2.93,1.93
-11.02,-14.12,-5.4,-3.55,0.77,-0.66,1.22,-2.12,2.27,-4.76,1.96,2.56,-8.3,-8.12,9.48,-3.92,7.12,-3.06,-8.43,3.43,0.77
-11.86,-17.42,-6.38,-3.83,-0.55,1.53,-3.3,-4.02,-3.29,-4.58,1.52,-2.48,-8.07,-8.75,3.82,0.25,-3.85,-3.2,-9.12,3.08,-2.26
-17.05,-23.0,-7.26,-5.6,-0.15,0.18,-1.49,-0.91,1.78,-0.04,1.61,6.46,-11.01,-11.66,0.48,1.49,-1.08,0.52,-14.5,3.96,0.72
-14.44,-20.84,-6.56,-4.89,-0.76,-0.36,-1.81,-1.64,1.52,0.42,10.0,6.06,-6.71,-6.89,-7.48,0.76,0.07,-0.1,-12.14,2.22,-0.47
-16.13,-22.61,-5.72,-6.54,1.73,-2.88,2.76,-2.03,4.89,0.88,10.27,8.75,-6.75,-8.85,-1.39,5.05,4.61,0.85,-13.92,3.12,2.53
-18.52,-29.83,-6.88,-8.46,1.61,-1.67,2.48,-0.51,1.52,0.98,9.15,7.24,-9.7,-13.94,-6.28,2.5,0.06,1.6,-14.97,4.62,4.01
-21.88,-33.92,-8.57,-9.16,0.51,-0.81,1.26,-0.1,-0.1,-1.89,6.86,6.38,-11.4,-13.75,-3.54,1.79,-0.68,0.07,-18.85,5.45,2.95
-23.41,-36.1,-10.75,-10.28,0.01,0.67,0.43,0.44,-1.15,-1.46,9.22,8.19,-11.39,-15.69,-0.03,1.63,-2.36,1.23,-19.52,4.89,3.0
-28.7,-40.97,-12.96,-12.19,0.41,0.49,1.16,1.73,0.51,-1.41,2.68,-1.62,-15.17,-18.53,0.98,0.11,-0.03,1.72,-25.17,3.36,3.33
-27.56,-43.81,-13.03,-12.63,1.35,-1.39,3.28,0.61,4.31,2.26,7.46,3.57,-15.07,-22.32,0.44,-3.9,4.85,-0.41,-23.47,2.5,5.17
-24.72,-39.89,-9.65,-10.26,1.85,-1.58,3.21,-0.69,5.9,1.41,7.98,7.88,-11.36,-14.56,1.16,-0.56,7.64,-0.57,-20.82,2.67,3.9
-20.48,-37.12,-4.71,-8.66,3.06,-2.84,3.24,-1.52,4.71,1.58,6.96,4.39,-6.94,-14.88,0.55,-1.28,3.45,-2.04,-16.63,3.81,4.32
-21.87,-37.68,-5.42,-8.0,3.92,-1.48,3.63,0.01,6.41,4.14,11.31,7.88,-10.14,-13.05,-0.84,1.63,2.06,-1.26,-17.73,3.18,5.66
-23.43,-38.13,-7.92,-8.89,0.83,-1.23,1.35,-1.54,5.78,2.76,7.74,9.06,-14.06,-13.1,-6.63,-1.54,-0.63,-3.72,-18.98,2.03,3.47
-27.2,-40.17,-9.99,-8.88,0.86,0.45,1.38,-1.67,5.0,2.7,2.73,1.99,-15.28,-11.48,-3.65,3.23,-2.18,-3.27,-23.37,1.17,3.28
-28.14,-44.29,-9.83,-11.13,2.92,-1.76,3.96,-2.32,4.94,0.62,0.96,4.08,-14.62,-18.62,0.95,0.02,2.16,-4.25,-23.82,1.0,3.61
-27.93,-43.3,-8.57,-10.91,2.98,-1.48,5.11,-0.93,5.59,-0.5,5.67,5.62,-13.17,-16.82,0.18,0.46,5.43,-0.56,-24.21,0.8,3.71
-26.45,-42.36,-6.92,-10.49,2.74,-1.51,6.16,-0.28,7.58,0.11,7.14,8.94,-9.77,-15.47,-0.19,2.19,7.58,3.51,-22.65,0.64,4.17
-25.77,-40.36,-5.07,-8.82,1.24,-0.24,3.86,-1.49,5.34,-2.78,13.19,11.64,-9.33,-14.06,1.61,0.94,8.59,3.38,-21.97,1.21,1.87
-24.53,-39.52,-7.23,-6.81,-0.69,1.27,0.28,-2.75,1.39,-4.56,10.74,12.62,-13.92,-11.32,-2.75,1.87,4.73,4.63,-20.12,0.47,0.36
-24.02,-38.17,-6.83,-5.83,-0.97,1.01,-0.18,-2.61,0.88,-3.16,12.16,16.05,-11.29,-9.27,-0.26,2.73,3.27,5.83,-19.79,0.44,0.03
-23.08,-35.79,-6.72,-3.8,0.41,1.6,1.15,-1.97,2.26,-2.75,8.4,13.17,-9.75,-8.28,4.81,2.13,4.53,3.77,-18.1,1.3,1.66
-26.31,-41.14,-6.61,-7.55,0.69,0.43,0.0,-0.39,1.46,0.26,10.82,11.71,-8.16,-15.81,11.01,3.35,1.06,4.83,-22.46,-0.08,2.06
-24.75,-39.87,-7.48,-6.72,-1.71,1.51,0.38,1.97,5.43,4.11,13.1,12.73,-6.59,-9.54,-1.51,9.13,0.29,6.66,-20.89,-1.04,3.05
-27.45,-43.06,-9.45,-7.94,-3.92,3.22,1.5,5.58,6.55,6.57,11.02,12.5,-10.14,-12.87,-3.61,5.88,2.1,7.72,-23.73,-0.58,5.49
-25.33,-43.07,-10.23,-9.04,-2.62,2.2,2.47,6.42,6.55,6.62,13.22,7.76,-10.76,-14.84,-6.2,4.61,3.04,6.14,-21.83,-0.81,6.26
-24.95,-40.09,-8.93,-6.93,-1.66,2.13,6.11,7.02,9.48,7.3,11.0,10.51,-10.65,-12.3,-4.42,4.98,6.4,6.34,-20.82,-0.21,7.71
-24.98,-41.46,-9.32,-8.2,-0.66,0.59,6.16,6.41,9.57,7.78,8.46,7.16,-11.18,-16.0,-0.49,1.29,6.9,5.55,-20.93,-0.25,7.67
-24.67,-38.67,-6.23,-6.66,1.09,-0.15,4.47,3.83,7.86,5.78,12.08,6.71,-8.34,-12.47,1.49,3.51,6.14,3.52,-20.55,0.12,5.84
-23.68,-40.2,-6.41,-6.4,1.38,-0.37,4.27,3.54,8.81,6.6,12.76,5.82,-9.26,-14.55,1.03,3.43,6.27,5.1,-19.39,0.04,5.38
-24.75,-38.48,-6.24,-5.9,0.28,0.79,4.17,4.69,10.64,9.25,14.03,8.1,-8.65,-11.17,3.59,3.93,8.67,7.87,-21.5,-1.3,5.3
-24.45,-38.09,-5.78,-8.16,-0.32,1.38,2.89,5.29,12.13,10.13,15.93,11.49,-6.82,-11.07,7.12,5.32,9.85,11.82,-20.41,-1.39,4.49
-24.63,-37.29,-5.22,-6.46,-1.32,1.53,1.31,6.43,12.66,13.5,12.97,17.85,-5.17,-11.91,6.57,10.34,9.07,14.91,-20.9,-3.18,4.21
-21.61,-33.62,-5.23,-6.17,-2.74,1.77,-0.11,4.89,11.57,12.42,9.2,21.84,-4.52,-10.08,4.63,12.34,5.64,14.86,-18.48,-3.45,2.71
-23.42,-36.36,-5.0,-7.62,-1.21,0.64,1.67,4.52,13.68,13.26,7.78,24.05,-4.87,-11.41,4.23,11.07,7.11,12.24,-20.06,-1.52,4.1
-22.07,-34.14,-4.98,-7.32,0.11,1.05,3.56,5.36,14.56,15.69,5.65,22.94,-4.33,-10.3,4.9,9.16,6.2,11.14,-18.72,-0.02,6.17
-24.27,-37.02,-7.77,-8.98,-0.61,0.81,3.77,5.02,12.51,14.08,6.21,18.36,-8.7,-14.02,-1.19,5.67,6.18,6.81,-21.38,1.24,6.7
-22.78,-35.4,-6.64,-8.24,0.76,-0.22,3.32,4.47,9.01,10.68,4.73,16.97,-7.88,-12.38,-1.99,5.07,4.49,3.7,-19.05,2.06,6.25
-25.85,-37.61,-8.16,-8.02,-0.71,-0.75,1.53,2.43,6.23,8.6,3.86,13.25,-9.6,-13.86,-4.06,1.21,2.37,2.24,-22.25,-0.27,4.93
-23.5,-36.08,-8.69,-8.6,-0.28,-0.66,2.11,4.72,7.78,9.7,9.68,18.18,-7.7,-14.43,1.8,2.59,4.3,4.31,-20.44,-0.95,5.33
-24.27,-35.08,-7.34,-8.0,0.01,-0.72,2.59,5.05,9.72,8.88,9.14,12.53,-5.2,-10.9,10.53,2.58,5.96,5.64,-21.42,-2.55,5.62
-20.9,-31.26,-6.17,-6.91,-1.04,1.35,2.76,7.55,10.53,11.23,19.82,19.26,-4.42,-8.31,0.44,6.37,5.93,10.74,-17.67,-1.42,5.61
-22.38,-31.14,-5.24,-8.8,1.38,-1.13,3.71,4.91,9.74,6.99,15.1,11.68,-4.05,-13.98,11.26,4.27,7.94,6.44,-19.44,-1.32,4.74
-18.94,-29.5,-3.43,-6.64,1.22,-1.86,3.92,1.65,5.94,2.55,15.46,12.29,-2.25,-12.54,4.95,5.61,8.62,3.43,-16.09,-2.24,2.45
-18.81,-28.99,-4.1,-6.44,1.31,-1.13,3.86,0.31,5.36,2.73,15.19,12.62,-1.12,-11.47,5.52,6.41,6.86,3.03,-16.43,-2.1,1.75
-17.83,-28.07,-2.36,-7.88,2.16,-2.49,4.49,0.56,6.45,3.33,17.24,14.54,0.14,-11.79,8.18,1.35,9.57,2.94,-14.58,-0.23,3.88
-20.21,-31.62,-5.06,-8.83,0.8,-1.55,2.38,2.21,5.52,2.92,16.97,14.55,-1.66,-12.75,2.59,4.06,8.8,4.33,-18.33,-0.23,2.99
-19.54,-30.86,-2.53,-9.53,1.95,-2.86,3.09,2.83,5.94,2.53,14.84,15.88,-0.53,-14.69,5.52,2.53,10.21,4.38,-17.06,0.03,3.48
-21.73,-30.17,-3.42,-10.4,2.49,-2.97,2.76,2.03,4.07,0.4,12.35,11.91,-2.11,-11.53,6.24,2.92,9.57,3.75,-18.95,-0.52,1.3
-19.92,-29.4,-4.39,-8.46,0.32,-1.56,0.91,0.54,1.46,-1.17,8.99,13.35,-2.69,-12.13,4.24,4.39,5.35,2.35,-17.32,-2.79,-0.29
-21.95,-27.38,-6.57,-5.71,-0.08,1.39,1.94,1.4,2.28,1.15,9.62,9.32,-7.19,-9.88,1.53,7.92,3.67,5.75,-18.89,-2.87,0.18
-21.7,-30.18,-7.88,-6.54,-1.32,1.16,0.85,0.72,0.88,-0.45,7.93,10.16,-7.75,-8.3,-3.34,6.69,-0.63,4.49,-18.19,-2.51,-0.38
-23.18,-30.29,-7.87,-7.6,0.1,0.46,1.4,-0.75,0.54,-2.26,8.38,8.74,-8.01,-12.22,-1.14,5.25,1.45,1.41,-20.51,-2.74,0.71
-20.47,-28.06,-5.57,-7.71,1.68,-2.3,4.03,-0.56,4.04,-0.33,6.78,7.8,-4.58,-9.44,1.5,4.21,3.88,2.44,-16.89,-1.44,3.27
-22.08,-29.11,-5.26,-9.66,2.71,-1.58,5.13,1.58,4.56,1.49,8.14,9.55,-4.41,-10.54,4.43,4.57,5.25,2.65,-19.0,-1.43,5.28
-21.95,-28.8,-7.07,-10.76,2.36,-2.72,8.33,3.97,8.68,5.99,10.11,9.91,-6.25,-12.93,7.33,3.33,7.89,4.82,-18.38,-2.04,7.59
-23.64,-31.58,-8.39,-9.91,1.48,-1.35,8.2,6.1,9.63,8.54,8.26,9.25,-6.64,-13.94,6.29,4.82,9.71,7.79,-21.11,-2.48,7.4
-20.08,-28.11,-5.87,-9.32,0.32,-0.14,6.21,5.54,9.12,6.94,11.24,9.99,-4.92,-11.8,2.39,3.66,8.82,7.59,-17.3,-1.44,6.07
-19.87,-27.61,-4.34,-8.01,0.06,-1.43,6.09,4.97,8.93,5.3,12.07,19.5,-4.0,-7.51,1.63,4.32,9.97,4.69,-18.13,-1.42,6.24
-19.04,-26.53,-4.17,-7.16,-0.4,-1.35,4.34,4.59,8.62,5.26,12.65,10.68,-4.65,-9.29,-0.77,5.7,8.1,4.89,-15.62,-0.93,6.2
-19.11,-26.37,-3.59,-7.74,1.26,-2.56,4.09,3.46,6.62,3.05,14.83,10.85,-5.17,-12.02,1.35,3.51,8.65,3.42,-16.58,0.06,4.84
-17.65,-29.48,-3.69,-7.61,3.27,-2.95,3.58,2.89,4.9,2.09,6.89,6.96,-5.21,-15.34,7.14,1.21,7.69,1.77,-14.63,0.56,3.82
-19.52,-27.25,-5.41,-6.54,1.31,-2.05,2.59,4.65,4.55,2.92,7.51,4.99,-5.99,-10.52,-0.7,1.92,5.79,2.88,-16.66,-0.4,3.59
-18.76,-27.24,-7.53,-7.91,-0.58,0.97,2.17,4.32,3.86,2.08,6.54,9.71,-7.62,-11.26,0.83,2.5,4.86,4.09,-15.91,-1.07,3.2
-21.32,-27.11,-7.98,-7.8,-1.49,2.42,2.09,5.56,4.13,1.54,7.99,7.87,-8.05,-9.59,1.82,4.86,3.45,3.05,-18.28,-1.78,3.07
-23.6,-30.11,-10.36,-9.19,-3.71,3.17,0.24,5.71,2.51,1.6,5.95,7.48,-11.19,-13.02,-2.79,7.97,2.41,5.09,-20.63,-3.59,2.07
-22.67,-28.6,-8.48,-7.96,-2.66,2.44,-0.71,4.39,1.16,-1.16,6.16,5.31,-12.02,-12.41,-4.88,1.91,1.09,4.68,-19.7,-3.57,1.11
-16.16,-23.29,-3.07,-5.44,-1.46,1.73,-2.91,1.65,-2.23,-1.77,3.72,7.9,-8.98,-10.93,-4.76,2.21,-2.52,2.65,-14.21,-1.38,-0.49
-14.7,-21.48,-1.2,-3.22,0.18,-0.12,-0.3,0.64,-0.4,-0.31,7.72,7.04,-8.32,-8.35,-6.25,2.71,0.52,2.87,-11.89,-0.71,-0.44
-13.22,-20.93,0.52,-4.54,2.19,-2.22,4.08,2.25,5.2,6.86,10.04,10.01,-5.67,-9.33,0.08,0.98,3.58,5.21,-10.4,0.25,3.89
-15.66,-20.37,0.02,-4.29,1.13,-0.66,2.03,2.91,5.36,8.98,11.77,4.2,-3.98,-9.45,1.52,2.01,3.01,4.62,-12.93,-0.05,2.2
-13.47,-22.26,1.1,-5.27,2.18,-2.07,2.26,1.6,4.95,7.44,11.34,8.92,-2.12,-12.03,4.63,3.17,4.85,3.22,-10.81,-0.32,1.48
-13.65,-19.78,2.58,-4.19,1.86,-1.29,0.53,0.15,4.07,3.92,9.08,8.6,-0.06,-10.77,1.93,2.22,2.82,-0.35,-11.75,-0.67,0.68
-12.88,-21.5,0.93,-6.15,1.02,-1.57,0.41,0.51,2.32,3.45,11.57,6.64,-2.17,-13.23,1.08,3.44,1.99,0.98,-10.2,-0.28,1.11
-14.77,-19.79,0.75,-5.2,2.85,-1.91,4.49,0.43,5.21,2.51,11.78,7.64,-2.66,-7.61,3.74,2.51,6.34,1.67,-12.15,1.04,2.59
-16.43,-26.08,-2.01,-7.58,2.27,-2.3,6.96,1.12,7.93,4.52,11.29,8.16,-4.16,-14.9,0.9,0.8,7.83,2.08,-13.46,1.51,4.58
-19.15,-27.29,-2.88,-9.26,2.68,-3.09,8.39,2.69,8.44,3.47,10.24,3.42,-4.35,-10.86,6.26,-1.51,8.17,2.29,-16.25,-0.39,5.15
-17.53,-26.68,-4.45,-9.46,1.71,-2.21,8.24,4.0,7.77,3.41,7.34,7.47,-6.86,-13.0,-4.22,1.04,7.48,3.28,-15.52,-1.16,5.07
-19.2,-29.35,-3.97,-9.44,2.33,-2.41,8.56,4.75,7.25,5.53,4.44,4.92,-5.51,-13.87,8.27,1.77,7.73,2.31,-18.0,-2.14,5.27
